price,category,bedrooms,bathrooms,building_size,condominium_name,sku,geo_location,furnished_status,title,address,short_description,url
5475000,condo,1,,37.7,Centro Tower,CD6733EF1E229ACPH,"[121.0443993,14.61715828]",,"MSG-44-0402: Kaunlaran,Quezon City Condominium Unit","Kaunlaran, Quezon City","Centro Tower N Domingo Street Barangay Kaunlaran Cubao Quezon City Metro Manila Code: MSG-44-0402 Type: CONDOMINIUM UNIT Floor Area: 37.70 sq.m Selling Price: Php 5,475,000.00  Ready to make it yours? Here's the deal:  10% Downpayment ;  90% - Balance, loanable up to 20 years via Home Loan - For Bidding  Seize the opportunity to call this place your own!  MSG Hotline (Open between 8am-5pm Monday to Saturday)  DISCLAIMER: Offer starts at the minimum indicative price. Offer prices and the availability of the property subject to change without prior notice. We do not make any representations of the property listed above. We encourage you to make an ocular inspection of the property, these are sold on an As is, Where is Basis and the pictures contained herein may vary from the actual condition of the property.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/msg-44-0402-kaunlaran-quezon-city-condominium-unit-173145679828/
4600000,condo,1,1,41,Eastwood LeGrand,CD673ED939255DFPH,"[121.0816534,14.60825669]",,"MSG-05-0268: Eastwood City,Quezon City Condominium Unit","Eastwood City, Quezon City","EASTWOOD LEGRAND TOWER 1, FULLERTON RD., EASTWOOD EXPANSION, LIBIS, QUEZON CITY Code: MSG-05-0268 Type: CONDOMINIUM UNIT Floor Area: 41 sq.m Selling Price: Php 4,600,000.00  Ready to make it yours? Here's the deal:  30% Downpayment ;  70% - Balance, loanable up to 5 years  Seize the opportunity to call this place your own!   MSG Hotline (Open between 8am-5pm Monday to Saturday)  DISCLAIMER: Offer starts at the minimum indicative price. Offer prices and the availability of the property subject to change without prior notice. We do not make any representations of the property listed above. We encourage you to make an ocular inspection of the property, these are sold on an As is, Where is Basis and the pictures contained herein may vary from the actual condition of the property.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/eastwood-legrand-1/msg-05-0268-eastwood-city-quezon-city-condominium-173217208959/
18480000,condo,1,1,55,Orean Place,CD66D3D2759B584PH,"[121.03781,14.650205]",,1Bedroom Unit in Quezon City Vertis North by Alveo Land Corp,"Bagong Pag-Asa, Quezon City","1Bedroom Unit Pre-Selling in Orean Residences by Alveo Land Corp. (last Residential Condo to offer in Vertis North) Payable in 73mos 0% interest for min. equity of 20% or more with upto 18% Disc - Pay Term Discount   Developer inventory not a resale or 2nd market unit Floor to Ceiling Height is upto 3m Premium Grade Residential Building FULL Floor Amenity Deck Trusted Developer with Good reputable quality brand Good customer service upto after sales services Managed by AyalaLand Property Management Corp. Located within the Ayala Land Business District Area ""Vertis North"" Value appreciation all over the time Secured Community with 24/7 Roving Security Guards each Condo Units has Intercom to the Lobby Area Mail Boxes per unit   For more details pls message/call or set appointment to me:  Ruffa Faigao Registered Real Estate Salesperson PRC Accreditation No. 12395 DHSUD ID No. 000417 AIPO NREA ID No. 2023-N0473",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/1bedroom-unit-in-quezon-city-vertis-north-by-alveo-17251580054/
3900000,condo,1,1,39,Eastwood Lafayette III,CD6667F7EFF2EB9PH,"[121.081903,14.605396]",,"Eastwood Lafayette III, 39 sqm, 1 bedroom furnished unit P3.9M only for sale","Bagumbayan, Quezon City","Eastwood Lafayette III Address: Orchard Road, Barangay Bagumbayan, Quezon City, Metro Manila  39 sqm 1 bedroom 1 toilet & bath Living & dining area Kitchen Furnished  Selling price : Php 3.9M",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/eastwood-lafayette/eastwood-lafayette-iii-39-sqm-1-bedroom-furnished-171808971131/
26731000,condo,1,,70,Parklinks North Tower ,CD667F7DDEA04E0PH,"[121.070815,14.596756]",270,FOR SALE : Parklinks North Tower - 1BR Classic Residence (70 sqm),"Ugong Norte, Quezon City","We Offer:

  Affordable Downpayment
  Flexible & Customizables payment terms
  Property Appreciation every quarter


Unit Details:
1 Bedroom Classic Residence

  Unit Size: 70 sqm
  Unit Floor: 20th Floor
  Balcony Area: 9-10 sqm
  Orientation: West - views of Residential Villages, Greenmeadows, Ortigas Skyline, and Parklinks Mall
  With 1 Parking Slot


Parklinks North Tower Facts:

  Parklinks is envisioned to be the Greenest Urban Development of Ayala Land Premier.
  Rising 55 floors over the estate, Parklinks North Tower is Ayala Land Premier’s first tower development in Parklinks
  Residents are provided utmost convenience giving a full living experience of ease & comfort and dynamic lifestyle enhanced by panoramic living spaces.


Parklinks Features

  Parklink Bridge linking QC and Pasig together
  Bike lanes, nursery, cafe and viewing deck of the Parklinks Bridge
  Ayala Malls Parklinks
  Open civic space beside Marikina River with large plaza
  Riverside Dining on the ground floor
  Private Access to Parklinks Mall
  Direct Connection to Esplanade


Tower Amenities:

  Pool Deck
  Outdoor Lounge
  Social Hall
  Lawn
  Fitness Center
  Deck
  Indoor Play Area
  Horizon Terrace (45th floor)


Parklinks Shared Amenities:

  Outdoor Play Area
  Sports Court


Turnover Date: 2025

* Message me to schedule a site viewing, request for payment terms, or learn more about the project. *

KHARISSA LIMCACO
ASSOCIATE SALES MANAGER
AYALA LAND PREMIER",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-parklinks-north-tower-1br-classic-residen-172001906029/
11786000,condo,1,1,48.5,Eastwood Global Plaza Residences,CD65C0725C89A22PH,"[121.065757,14.624747]",270,For Sale: 1 Bedroom 48.5sqm Unit at Eastwood Global Plaza Residences Quezon City,"Bagumbuhay, Quezon City","Ready for Occupancy| Rent to Own Unit in Eastwood Global Plaza Residences Good for End Use, Long Term & Short Term Rentals Most units has unobstructed views
 
1 Bedroom (Unit D) | 48.50 sqm
 
Payment Terms: 
- 5% Downpayment to Move in 
- Monthly 
- NO Interest for 3 years 
- Balance payable via Bank Financing / In-house Financing or Cash
 
Call or Message for actual quotation.
 
Eastwood Global Plaza Luxury Residences Your own space at this 30-storey residential development in Eastwood City. Make your everyday living easier with a home that’s conveniently a few steps away from offices and retail and commercial outlets. Indulge yourself and your family with amenities that will make you look forward to weekends and moments at home.
 
Unique Features
• Residential lobby with reception counter and lounge area
• Wi-fi internet access at main lobby and amenity floor
• Five (5) High-speed, interior finished passenger elevators
• One (1) service elevator • Security command center for 24-hour monitoring of all building facilities
• Closed-circuit TV (CCTV) monitoring in selected areas
• Video phone security system connecting reception/security counter to all units
• Centralized Mail Room
• Arcaded Retail Spaces
• Automatic heat/ smoke detection and fire sprinkler system for all units
• Overhead tank and underground cistern for ample water supply
• Annunciator panel with emergency speaker at elevator lobby
• Standby power generator for selected common and residential units' specified areas
• Building administrator/security office
• Maintenance and housekeeping services
 
Selling Price: Php 11,786,000
 
Condo Property for Sale in Bagumbayan, Quezon City, Metro Manila",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/eastwood-global-plaza-luxury-residence/for-sale-1-bedroom-48-5sqm-unit-at-eastwood-global-170711130788/
15299000,condo,2,,63.5,One Delta Terraces,CD6713AB077DA5BPH,"[121.0232,14.63518]",,"2BR Luxury Penthouse at One Delta Terraces, Quezon City!","Quezon Avenue, Quezon City","Experience upscale city living at One Delta Terraces, an exclusive high-end condominium located in the heart of Quezon City. Perfectly designed for professionals, families, and investors seeking comfort, convenience, and style, our units offer an unparalleled urban lifestyle.  Why Choose One Delta Terraces?  • Prime Location: Strategically located near major business districts, top schools, hospitals, and entertainment hubs.  • Luxury Amenities: Enjoy state-of-the-art facilities including a swimming pool, fitness gym, sky lounge, and 24/7 security for your peace of mind.  • Spacious Units: Choose from studio, 2-bedroom, and 3-bedroom units, with prices ranging from ₱10M to ₱20M.  • Investment Opportunity: With the booming real estate market in Quezon City, One Delta Terraces offers solid returns on investment.  Perfect for Your Lifestyle  Whether you're looking to raise a family, live near your workplace, or invest in real estate, One Delta Terraces provides the ideal space for modern living. Its proximity to shopping malls, reputable schools, and medical facilities ensures convenience at your doorstep.  Why Wait? Inquire Now!  Take advantage of this prime real estate opportunity in one of Metro Manila’s most sought-after locations. One Delta Terraces offers the best balance of luxury and convenience.  Call us today or visit our website for more information! Don’t miss out on the chance to secure your dream home or next investment.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2br-luxury-penthouse-at-one-delta-terraces-quezon-172934221549/
14500000,condo,1,,56,Orean Place,CD6730C4E591C71PH,"[121.03781,14.650205]",,1 Bedroom Condo Unit for Sale at Orean Place Tower 1 in North Quezon City,"Bagong Pag-Asa, Quezon City","Orean Place Tower 1  3 available units for Sale  Unit 3501 Unit 3601 Unit 4001  All Units are 56 sqm, 1 Bedroom  Selling Price: 14.5M each unit  #OreanPlace  #OreanPlaceTower1  #NorthQuezonCity  #OneBedroomCondo  #CondoForSale  #QuezonCityLiving  #QuezonCityRealEstate  #PrimeLocation  #QuezonCityProperty  #AffordableCondo  #MetroManilaRealEstate  #InvestmentProperty  #ModernLiving  #QCLifestyle  #QuezonCityCondo  #OneBedroomForSale  #IdealInvestment  #CityLiving  #AffordableLiving  #MoveInReady  #PrimeQuezonCity  #QCHomes  #UrbanLiving  #QuezonCityPrime  #QuezonCitySale  #MetroLivingPH  #RealEstatePH  #QCOneBedroomCondo  #ReadyForOccupancy  #CityLifestyle  #NorthQC  #AffordableRealEstate  #QuezonCityLuxury  #UrbanLifestyle  #IdealLocation  #OneBedroomUnit  #InvestmentInQC  #QCCondoForSale  #OreanPlaceQC  #ModernCondo  #QCLife  #PrimeProperty  #CityEscape  #MetroManilaCondo  #AffordableInvestment  #QuezonCityPrimeLocation  #ReadyToMoveIn  #MetroManilaLiving  #QCLuxuryLiving  #PerfectLocation  #CondoInvestment  #CityscapeLiving  #PrimeQC  #NorthQuezonCityLiving  #OreanPlaceOneBedroom  #ManilaRealEstate  #QCLuxury  #UrbanLivingPH  #MetroManilaLife  #BestInvestment  #QuezonCityHomes  #NorthQCProperty  #MoveInNow  #CondoNearTrinoma  #QuezonCityApartment  #CityLivingPH  #QuezonCityLifestyle  #InvestmentOpportunity  #AffordableHome  #QCAffordableLuxury  #ManilaCondo  #PerfectInvestment  #QuezonCityResidential  #CityLivingQC  #QCLifestylePH  #LuxuryRealEstatePH  #QuezonCityInvestment  #ReadyForMoveIn  #PrimeMetroManila  #QCPropertyForSale  #QuezonCityReadyForOccupancy  #ManilaPrimeRealEstate  #OreanPlaceQuezonCity  #OneBedroomLivingPH  #MetroLiving  #AffordableLivingQC  #NorthManilaLiving  #UrbanRetreatPH  #QCCondoLife  #AffordableLuxuryPH  #InvestInQuezonCity  #PrimeQCProperty  #MetroLivingQC  #QuezonCityRealty  #CondoNearVertis  #OneBedroomQC  #NorthQuezonCityCondo  #QCPrimeLocation  #MoveToQC  #MetroManilaHomes",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/1-bedroom-condo-unit-for-sale-at-orean-place-tower-173124938121/
10000000,condo,1,,33,Orean Place,CD67300AA8C8277PH,"[121.03781,14.650205]",,Studio Type Condo for Sale in North Quezon City at Orean Place Tower 1,"Bagong Pag-Asa, Quezon City",Oren Place  Tower 1 Studio Type Unit 3207 33 sqm  Selling Price: Php 10M  #OreanPlace  #OreanPlaceTower1  #NorthQuezonCity  #StudioCondo  #CondoForSale  #QuezonCityLiving  #QuezonCityRealEstate  #PrimeLocation  #StudioForSale  #AffordableCondo  #QuezonCityProperty  #MetroManilaRealEstate  #InvestmentProperty  #ModernLiving  #QCLifestyle  #QuezonCityCondo  #StudioUnit  #IdealInvestment  #CityLiving  #AffordableLiving  #MoveInReady  #PrimeQuezonCity  #QCHomes  #UrbanLiving  #QuezonCityPrime  #QuezonCitySale  #MetroLivingPH  #RealEstatePH  #QCStudioCondo  #ReadyForOccupancy  #CityLifestyle  #NorthQC  #AffordableRealEstate  #QuezonCityLuxury  #UrbanLifestyle  #IdealLocation  #StudioLiving  #InvestmentInQC  #QCCondoForSale  #OreanPlaceQC  #ModernCondo  #QCLife  #PrimeProperty  #CityEscape  #MetroManilaCondo  #AffordableInvestment  #QuezonCityPrimeLocation  #ReadyToMoveIn  #MetroManilaLiving  #QCLuxuryLiving  #PerfectLocation  #StudioUnitSale  #CondoInvestment  #CityscapeLiving  #PrimeQC  #NorthQuezonCityLiving  #OreanPlaceStudio  #ManilaRealEstate  #QCLuxury  #StudioCondoSale  #UrbanLivingPH  #MetroManilaLife  #BestInvestment  #QuezonCityHomes  #NorthQCProperty  #MoveInNow  #CondoNearTrinoma  #QuezonCityApartment  #CityLivingPH  #QuezonCityLifestyle  #InvestmentOpportunity  #OreanPlaceTower  #AffordableHome  #QCAffordableLuxury  #ManilaCondo  #PerfectInvestment  #QuezonCityResidential  #CityLivingQC  #QCLifestylePH  #StudioInQC  #LuxuryRealEstatePH  #QuezonCityInvestment  #ReadyForMoveIn  #PrimeMetroManila  #QCPropertyForSale  #QuezonCityReadyForOccupancy  #ManilaPrimeRealEstate  #OreanPlaceQuezonCity  #StudioLivingPH  #MetroLiving  #AffordableLivingQC  #NorthManilaLiving  #UrbanRetreatPH  #QCCondoLife  #AffordableLuxuryPH  #InvestInQuezonCity  #PrimeQCProperty  #MetroLivingQC  #QuezonCityRealty  #CondoNearVertis,https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/studio-type-condo-for-sale-in-north-quezon-city-at-173120170450/
16071800,condo,2,3,84.22,The Signature,CD6744F8370CE77PH,"[121.007705,14.65593]",,2 Bedroom Condo Unit in Quezon City near NLEX Balintawak,"Apolonio Samson, Quezon City",Welcome to The Signature – Where Luxury Meets Comfort!,https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-bedroom-condo-unit-in-quezon-city-near-nlex-bali-17334822708/
5710000,condo,1,1,24,Glam Residences,CD6747F08DE13FCPH,"[121.035979,14.637561]",,Affordable Condo Unit in Quezon City,"South Triangle, Quezon City",Why SMDC Glam Residences?,https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/affordable-condo-unit-in-quezon-city-173276788532/
16409400,condo,2,3,83.78,The Signature,CD67370DE6A6701PH,"[121.007705,14.65593]",,2 Bedroom Condo at Quezon City near Balintawak NLEX,"Apolonio Samson, Quezon City",Welcome to The Signature – Where Luxury Meets Comfort!,https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-bedroom-condo-at-quezon-city-near-balintawak-nle-173166128679/
7500000,condo,2,1,56,Zinnia Towers,CD673C2F1DE1FE1PH,"[121.076504,14.640624]",,2 bedroom in Zinnia Towers in Muñoz Quezon City,"Katipunan, Quezon City","Zinnia Towers 8M Fully Furnished ( Unit only) CGT included 2 bedroom Floor area: 56sqm Korean Lay out  ✔️Perpetual Ownership ✔️Pets Allowed ✔️Resort Type Amenities ✔️Atrium Garden Floor ✔️Single Loaded Floor ✔️Quadruple A Developer/ Builder  Building Features  Deck Utility/ Service Area Fire Alarm & Automatic Sprinkler System Fire Exit Garbage Chute Mailbox Area Parking Space Passenger Elevators Provision for CCTV Reception Lobby   Amenities - Featuring great home spaces, you'll enjoy comfort and quality living in a resort-inspired community that promotes healthy living here at The Valeron Tower.  24-hour Security Drop-Off Area Convenience Store AVR/Meeting Room Fitness Gym Function Hall Game Room Gazebo/ Cabana Landscaped Gardens Laundry Station Lounge Area Open Lawn/Picnic Grove Perimeter Fence Pool Deck Pool Shower Area Provision for CCTV Cameras Standby Electric Generator Water Station WiFi Access  Prime Location - Accessible to EDSA LRT, Landers Muñoz, NLEX, Skyway 3, Ayala Mall Cloverleaf, Waltermart MUñoz Inquire now!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-bedroom-in-zinnia-towers-in-mu-oz-quezon-city-173199746985/
3180000,condo,1,1,28.31,Mezza Residences,CD673ED935078D6PH,"[121.0187773,14.60688007]",,"MSG-05-0267: Doña Imelda,Quezon City Condominium Unit","Doña Imelda, Quezon City","MEZZA II RESIDENCES BLDG. 1, AURORA BLVD. COR. GUIRAYAN ST., BEGY. DOÑA IMELDA, QUEZON CITY Code: MSG-05-0267 Type: CONDOMINIUM UNIT Floor Area: 28.31 sq.m Selling Price: Php 3,180,000.00  Ready to make it yours? Here's the deal:  30% Downpayment ;  70% - Balance, loanable up to 5 years  Seize the opportunity to call this place your own!   MSG Hotline (Open between 8am-5pm Monday to Saturday)  DISCLAIMER: Offer starts at the minimum indicative price. Offer prices and the availability of the property subject to change without prior notice. We do not make any representations of the property listed above. We encourage you to make an ocular inspection of the property, these are sold on an As is, Where is Basis and the pictures contained herein may vary from the actual condition of the property.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/mezza-residences/msg-05-0267-do-a-imelda-quezon-city-condominium-un-173217208579/
4210000,condo,1,1,36.9,Centro Residences,CD673ED930C80CEPH,"[121.0453584,14.61717982]",,"MSG-05-0266: Cubao,Quezon City Condominium Unit","Cubao, Quezon City","CENTRO RESIDENCES, 6 MAYOR IGNACIO SANTOS DIAZ, BRGY. KAUNLARAN, CUBAO, QUEZON CITY Code: MSG-05-0266 Type: CONDOMINIUM UNIT Floor Area: 36.90 sq.m Selling Price: Php 4,210,000.00  Ready to make it yours? Here's the deal:  30% Downpayment ;  70% - Balance, loanable up to 5 years  Seize the opportunity to call this place your own!   MSG Hotline (Open between 8am-5pm Monday to Saturday)  DISCLAIMER: Offer starts at the minimum indicative price. Offer prices and the availability of the property subject to change without prior notice. We do not make any representations of the property listed above. We encourage you to make an ocular inspection of the property, these are sold on an As is, Where is Basis and the pictures contained herein may vary from the actual condition of the property.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/centro-residences/msg-05-0266-cubao-quezon-city-condominium-unit-173217208058/
10971520,condo,1,1,37,Shang Summit,CD677211021CDB9PH,"[121.035979,14.637561]",,"SHANG SUMMIT, Pre-selling Project in Quezon City by Shang Properties","South Triangle, Quezon City","Shang Summit - The Height of Elegance  Unveiling Shang Properties’ first residential project in Quezon City. An iconic luxury tower that will redefine the Metro Manila skyline.  A New Icon in Quezon City  Rising to new record-setting heights in dual iconic towers, Shang Summit is a collaboration between renowned architects and designers P&T Group and FM Architettura, and luxury developer Shang Properties. The first of two towers, the East Tower features 1,020 beautifully-appointed residences and soaring panoramic views of the city.  Relaxed luxury at its finest Designed by internationally-celebrated Italian design firm FM Architettura, the interior spaces at Shang Summit bring together a combination of classic and modern styles, materials and craftsmanship—all meticulously detailed and executed to deliver a familiar sense of ease and comfort.  For inquiries and viewings:  Lean Rivera",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/shang-summit-pre-selling-project-in-quezon-city-by-173552870681/
6000000,condo,1,1,57,One Orchard Road,CD6740222DB133BPH,"[121.081903,14.605396]",269,"One Orchard Road Condominium Unit for Sale in Eastwood City, Quezon City","Bagumbayan, Quezon City","One Orchard Road Condominium Unit for Sale in Eastwood City, Bagumbayan, Quezon City

  Newly Renovated
  Fully furnished
  Floor area- 57 sq.m.
  1 Bedroom
  1 Toilet and bath
  Service area that can be converted to maid's room (no toilet ad bath)
  1 Parking included

Selling Price: P6,000,000.00 net
PLEASE ADVISE ONE DAY BEFORE VIEWING SCHEDULE
MORE PHOTOS AVAILABLE UPON REQUEST
FOR Inquiries and photos, please contact advertiser",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/one-orchard-road-condominium-unit-for-sale-in-east-173225630186/
27619000,condo,1,1,72,Parklinks North Tower,CD6727A7D6398C1PH,"[121.052143,14.627397]",271,1 Bedroom unit at Parklinks North Tower w/ unobstructed views all around,"E. Rodriguez, Quezon City","A Window to life illuminated

Be embraced by the sky from your residences, with panoramic windows that reveal endless views of the horizon, unobstructed, and an art of a lifetime experience. 

Whether it be from the east where the awakening sun rises along the Antipolo Mountain Range, or the farewell of the setting sun from the west, you get to be in touch with the masterpiece of nature.

Ground Floor Common Areas

  ESPLANADE HALL

Designed for urban convenience, curated brands are made
available to residents and guests at the Ground Floor
and Mezzanine, with seamless access to the Esplanade
and Parklinks Mall.

  THE SHOPS AT THE ESPLANADE

Paths from the Esplanade and Parklinks Mall
converge where handpicked retail and dining options
bring a stunning addition to everyday leisure.

Tower Amenities

  MOTOR COURT

Lush pockets of green embrace an expansive motor court,
giving residents a grand sense of arrival.

  RESIDENTIAL LOBBY

Natural light permeates the spacious reception hall through
glass panes encompassing the double-volume lobby, opening
up an expanse of almost 200 square meters to scenic views
of the River Esplanade.

  ELEVATOR LOBBY

Four high-speed passenger elevators and a dedicated
service elevator with a separate lobby facilitate circulation
and mobility.

10 TH Floor Amenity Deck

  POOL COMPLEX AND OUTDOOR LOUNGE
  SOCIAL HALL AND LAWN
  FITNESS CENTER
  INDOOR PLAY AREA
  OUTDOOR PLAY AREA
  SPORTS COURT


Special Offer 2 Br unit
10% downpayment
10% split in 48 months w/ 0% interest
80% lumpsum
Php 64,500 monthly

Let me guide you towards the perfect place where blissful memories are created.

John Paul L. Mangiliman
Premier property specialist
Ayala Land Premier
Under PRC 12302 DHSUD 18018",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/1-bedroom-unit-at-parklinks-north-tower-w-unobstru-173070182544/
10200000,condo,1,1,48,The Arton by Rockwell,CD67970A49DAEF1PH,"[121.076504,14.640624]",,"For Sale: 1Br Unit at The Arton by Rockwell, Quezon City","Katipunan, Quezon City","PROPERTY CODE: DS88-003600  PROJECT: THE ARTON BY ROCKWELL  LOCATION: QUEZON CITY FLOOR AREA: 48 BEDROOMS: 1  TOILET AND BATH: 1 PARKING: 1 FURNISHING: SEMI-FURNISHED PRICE: ₱ 10,200,000.00 (GROSS PRICE)",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-1br-unit-at-the-arton-by-rockwell-quezon-173795181751/
12023000,condo,2,2,61,Valencia Hills,CD66AB593292ADCPH,"[121.0361368,14.6109081]",,"Valencia Hills Tower E, 2BR with Balcony and Parking PRE-SELLING in Quezon City","Valencia, Quezon City","PRE-SELLING  Valencia Hills Tower E, N. Domingo St., corner Valencia St., Quezon City  Turn-over date: 2024   Floor area: 61 - 91 sqm Bare 2BR, 2 T&B Utility Room with T&B With Balcony With Parking   Selling price: 12.023M  Betty Ongsiaco Gorospe RE/MAXCapital PRC RES license No: 16330",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/valencia-hills-tower-e/valencia-hills-tower-e-2br-with-balcony-and-parkin-172250552224/
14800000,condo,2,2,70,Eastwood Global Plaza Luxury Residence,CD66A875AB137F9PH,"[121.081903,14.605396]",,2 BR Condo Unit for Sale | Eastwood Global Plaza Luxury,"Bagumbayan, Quezon City","2 BR Condo Unit for Sale | Eastwood Global Plaza Luxury  Asking Price: Php 14,800,000  Floor Area: 70sqm  - 2 Bedrooms - 2 Bathrooms - Corner Lot  - Fully-furnished  • Amenities & Features: - Adult Pool - Kids Pool - Jacuzzi - Sun Deck Lounge - Sky Lounge Dining Area - Hammock Garden - Indoor Spa and Sauna - Day Care Center - Fitness Gym - Game Room  • Eastwood Global Plaza Luxury Residence is located along Eastwood Palm Tree Avenue, Brgy. Bagumbayan, Quezon City and is near the following establishments:  • Schools & Colleges - Pillar of Knowledge Kiddie School - Thames International School - NFWC St. Benedict Learning Center - San Jose High School - Institute of Peace and Strategic Defense Studies - Maple Bear Canadisn Preschool Eastwood - Britesparks International School  • Medical Institutions - Camp General Emilio Aguinaldo Station Hospital - Quirino Memorial Medical Center - Medical City Clinis Eastwood - Health First Clinic Eastwood - St. Camillus Medical Center - Salve Regina General Hospital  • Churches  - Iglesia ni Cristo Lokal ng Bagumbayan - St. John Paul II Parish - Our Lady of Mt. Carmel Chapel - Church of God International - CWX-Sumulong Baptist Church  • Shopping Centers - Eastwood Mall - Eastwood City Walk - Ayala Malls Feliz - All Day Supermarket Libis - Robinsons Libis - Treats & Pieces Eastwood Lifestyle Store - Araneta Center Cubao  Call to schedule viewing.  Your Agent from RE/MAX Karmela Agsaluna -  RE/MAX Capital - PRC 21879",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/eastwood-global-plaza-luxury-residence/2-br-condo-unit-for-sale-eastwood-global-plaza-lux-172241129143/
7200000,condo,1,1,27,The Arton by Rockwell,CD66908AC561A52PH,"[121.076504,14.640624]",,FOR SALE NEWLY TURNED OVER CONDOMINIUM UNIT BY ROCKWELL IN QUEZON CITY NEAR ATEN,"Katipunan, Quezon City","Location: The Arton West Tower by Rockwell Land, Katipunan Ave., Quezon City, Metro Manila Floor area: 27sqm Details: Studio type condo unit 1 parking slot CR Kitchen Built in Closet -Laminated wood flooring for living, dining, and bedrooms -Homogeneous floor tiles for your kitchen, toilet and bath, and maid's quarter -Semi-gloss painted walls with wood baseboard -Laminated closet doors for bedroom and kitchen cabinetry -Range hood and stainless steel sink with gooseneck faucet for your kitchen -Solid surface counter tops for kitchen and bathrooms Selling price: 7,200,000 Ammenities: •Fitness Gym • Function Room • Swimming Pools • Co-working Spaces • Multi-purpose Court. ***Permitted to Post/DL*** Feel free to contact us!  ASLAGAN DEVELOPMENT CORPORATION   Nhamz Deang",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/the-arton-by-rockwell/for-sale-newly-turned-over-condominium-unit-by-roc-172074874117/
7200000,condo,1,1,27,The Arton by Rockwell,CD6690CDBDBB6E8PH,"[121.076504,14.640624]",,FOR SALE NEWLY TURNED OVER CONDOMINIUM UNIT BY ROCKWELL IN QUEZON CITY,"Loyola Heights, Quezon City","FOR SALE NEWLY TURNED OVER CONDOMINIUM UNIT BY ROCKWELL IN QUEZON CITY NEAR ATENEO DE MANILA  Location: The Arton West Tower by Rockwell Land, Katipunan Ave., Quezon City, Metro Manila  Floor area: 27sqm  Details: Studio type condo unit 1 parking slot CR Kitchen Built in Closet -Laminated wood flooring for living, dining, and bedrooms -Homogeneous floor tiles for your kitchen, toilet and bath, and maid's quarter -Semi-gloss painted walls with wood baseboard -Laminated closet doors for bedroom and kitchen cabinetry -Range hood and stainless steel sink with gooseneck faucet for your kitchen -Solid surface counter tops for kitchen and bathrooms  Selling price: 7,200,000  Ammenities: •Fitness Gym • Function Room • Swimming Pools • Co-working Spaces • Multi-purpose Court.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/the-arton-by-rockwell/for-sale-newly-turned-over-condominium-unit-by-roc-172076588543/
32000000,condo,2,3,132,SkyVillas at One Balete,CD66B4244D8B774PH,"[121.04641,14.617893]",,SPACIOUS LUXURY UNIT!!! 2BR Condo Unit for Sale in Quezon City at SkyVillas,"Kaunlaran, Quezon City","SPACIOUS LUXURY UNIT!!! Brand New 2BR Condo Unit for Sale in Quezon City at SkyVillas  CODE: DS88-002914  CATEGORY: FOR SALE PROJECT: SKYVILLAS AT ONE BALETE  LOCATION: QUEZON CITY  Other Details of the Unit: -132 sqm. Unit Area -2 Bedrooms -3 Toilet and Bath -Maid's Room Available -1 Parking Slot -Unfurnished -CLEAN TITLE  Other Features of the Unit: -Has 2 Balcony -Living room facing West -Master Bedroom facing Northeast -Each bedroom has a toilet/bath -Maid's room with toilet/bath -Utility/Laundry area -Unit has two doors: a main door and another access in the kitchen area  Price per sqm: ₱ 242,424.24 PRICE: ₱ 32,000,000 (GROSS PRICE)   For Inquiries, Please Contact: Aldrin Suralvo Account Specialist Top Realty Corporation",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/skyvillas-at-one-balete/spacious-luxury-unit-2br-condo-unit-for-sale-in-qu-17230818050/
